time,level,pv_300,pv_700,pv_850,pv_925,pv_1000,wnd_300,wnd_500,wnd_850,z_250,z_500,z_850,z_925,z_1000,t_250,t_500,t_850,t_925,t_1000,q_850,q_925,q_1000,ivt,thickness_1000_500,qvec_div,qvec_magn,abs_vort,thetae_850,thetae_925,thetae_1000,fgen_700,fgen_850,fgen_925,fgen_1000,tadv_500,tadv_850,tadv_925,tadv_1000,rel_vort_500,rel_vort_850,rel_vort_925,rel_vort_1000,total_deformation_500,total_deformation_850,total_deformation_925,total_deformation_1000,shearing_deformation_500,shearing_deformation_850,shearing_deformation_925,shearing_deformation_1000,stretching_deformation_500,stretching_deformation_850,stretching_deformation_925,stretching_deformation_1000,thetae_grad_850,thetae_grad_925,thetae_grad_1000,t_grad_850,t_grad_925,t_grad_1000,label,year,month,day
2010-03-12,300.0,1.5736531815049165e-13,6.952177548924521e-13,6.048066778299721e-13,1.0008661651197959e-12,-1.0181975027652099e-13,50.47646713256836,29.530038833618164,18.06947898864746,100594.0625,53991.29296875,13778.796875,7040.0693359375,745.974365234375,215.94830322265625,250.28872680664062,275.234130859375,278.1114501953125,282.97265625,0.0051812054589390755,0.0058347564190626144,0.006138978525996208,317.6608287511664,53245.3203125,4.291154786192531,10.846932458014267,9.91813037471009,303.30891695258686,300.8968743011996,300.2228063947831,-0.1429653254403585,-0.8939692896510214,4.32445763228516,6.138293651596113,-0.45334404211864693,0.92000309375702,0.6146264382586447,-0.38953238648811367,0.543568033891373,17.222831707067204,29.649042720207934,20.383579869946818,8.220298071528385,12.137046868080004,21.157995255206465,16.428790886295427,-8.169833205184657,-10.123890783394257,0.06862125621520702,9.393066865671912,-0.9094645590870799,6.522481845046497,21.078500314695606,9.94211250880244,6.425404554661304,12.693127077316706,12.261357713421207,3.120023117279144,5.612257810926613,4.65158914822257,noMFW,2010,3,12
2014-11-03 10:00:00,300.0,2.9279362137937803e-13,6.86850411073768e-14,4.645262581710885e-13,6.135378663452151e-13,1.292501126742493e-13,39.593955993652344,27.550657272338867,20.68943977355957,105555.4375,56710.44921875,14805.8125,7805.880859375,1283.22705078125,227.45712280273438,262.7088317871094,284.96160888671875,288.12451171875,291.08551025390625,0.010175070725381374,0.011507764458656311,0.012028470635414124,1026.761092246589,55427.22265625,-0.27312616925495337,3.3665902269945067,3.3091921571041407,328.6937309077939,328.1305613275586,325.53437852798845,-0.5347012294100757,0.16170164999599543,0.05028994353402161,0.1806203587120171,0.47126159101888054,0.24975407607813027,0.19449739768893087,0.12527167209501483,-5.819419723626779,0.46209734658325236,2.783075142804056,1.084301960646093,7.439439373154661,4.141165135931072,4.052695245089425,2.8795597239725006,4.822648087848937,1.0045772488500162,-0.9901286465265082,2.274939668218401,-5.620474532729871,1.4791732504804325,2.7890163763098434,1.765365035875282,3.486211938556523,1.5277986368776701,1.1496804670262264,0.7111638092900091,0.4039898486416634,0.6276875451192699,noMFW,2014,11,3
2018-01-23 09:00:00,300.0,5.545825910589948e-14,1.7177080070818196e-13,2.6691122185715233e-13,5.947367706822526e-13,-3.1111994491100914e-14,50.274173736572266,35.694759368896484,23.566940307617188,101578.0,54961.9453125,14305.21875,7459.779296875,1065.60400390625,216.1630859375,253.4348907470703,279.23834228515625,282.5628356933594,286.1266174316406,0.006888503674417734,0.007987136952579021,0.008952346630394459,689.5586752597599,53896.33984375,3.6087229388907307,2.403683031864713,6.271867436951621,312.6073938808663,311.7733921352671,311.3523369657093,0.06255329099597601,-0.4462529854641887,1.1412204142770626,0.852473843055102,-0.2763682332465158,-0.2742000307076218,-0.5552274761189693,-0.1411312311997608,-3.1513532906766817,-1.3884344810177642,10.650915436454467,9.507499470360296,9.7192724813375,2.088004376634563,13.283664098599564,12.186645738694892,-4.668701682915789,-0.6662953978388012,3.6629867862129606,7.33433819153017,-6.716852691450491,-1.394118110041043,12.709175087909854,9.479388366011683,6.87683668266557,8.629132224362191,2.490428436701523,2.0260601242797724,3.103747448136406,1.387481782946765,noMFW,2018,1,23
2018-11-22 11:00:00,300.0,3.0600676615040456e-13,6.899063026595542e-13,2.0378501403711669e-13,8.457573156357354e-14,-1.9854632532251976e-13,47.85226058959961,30.655426025390625,29.60361671447754,100932.625,54379.921875,13827.65625,6975.771484375,560.8671875,215.8999481201172,253.0879364013672,278.9806213378906,283.0870361328125,288.0285339355469,0.006021279841661453,0.007445658091455698,0.008630339987576008,822.6339998813859,53819.0546875,8.134468074737319,6.459971215176125,14.632057869137693,309.7826278928408,310.87094082015216,312.5810345295184,-0.48882218009388,0.0366039815626034,0.14537865730436833,0.03511106514104085,1.4999431964137777,1.451910764811814,0.3579033780250946,0.0675127418377213,5.257495528318977,3.974114505432517,-6.381403399721447,1.5658120447907173,8.391474106422939,6.101763282936765,9.974881136371351,2.4773334222515233,7.617279724715473,4.88322101958488,8.53189820982482,1.396927375507208,3.458449370842033,2.3634116816744792,-7.001235255481366,-0.8901216679716488,1.6430975784936446,1.4780644905318991,3.703158466531293,1.0775570935470065,0.2994213298372827,0.8731266496825599,noMFW,2018,11,22
2010-02-26 03:00:00,300.0,2.2255426126126243e-13,4.0905432795342034e-13,8.441566266533321e-14,9.768700876423148e-14,2.168962980140382e-13,50.187591552734375,42.67766571044922,25.589153289794922,103181.625,55550.26171875,14313.09765625,7428.49755859375,985.42724609375,220.46409606933594,257.211669921875,281.30426025390625,284.02984619140625,288.7948303222656,0.007852739654481411,0.008032875135540962,0.0092135239392519,743.637870299928,54564.8359375,9.60397910276989,12.930514250536143,8.118586084385395,317.64815523293476,313.55660174665064,315.10879848831416,0.20655599739609573,-0.1551812261361283,0.19272622723783595,0.0174797532413424,0.31908828709000253,-0.15304569300773327,0.49499390277531036,0.1131510362745643,-0.2465845859386207,-8.168821217937298,-4.60725415153606,-1.9800492258491822,3.9262398568200076,12.515330873622696,6.985350862750963,3.453324219954688,-2.0866216454357156,-4.092785688135212,-2.8571176249016967,-2.343239823573214,-3.3258637257231602,-11.92137106413081,-6.0962290143913105,-1.8649851343889243,2.6255695997047335,3.8330976994815087,0.5355435955913255,0.4276610669238962,1.0981967670177113,0.4020081296764241,noMFW,2010,2,26
2012-03-09 04:00:00,300.0,-1.8268110345298107e-14,7.730705181910325e-13,7.872149655231697e-13,5.115434985325518e-13,3.699824463725826e-13,39.70038986206055,34.787559509277344,17.338037490844727,103295.6875,55658.96484375,14573.6640625,7768.18310546875,1446.35546875,219.76885986328125,257.9619140625,278.00457763671875,280.16046142578125,283.18072509765625,0.006343448534607887,0.006753095891326666,0.006734499242156744,616.2974364588179,54212.609375,2.3937270356531206,2.2683199033434964,5.332065686372883,309.65931625551264,305.6732357888119,302.05948854173477,-0.62212735115083,-0.018944711076470833,0.2338821916201177,0.2672644848410506,-0.06776878867238818,-0.01750095623998704,0.5880130125778151,0.37600357694097686,-4.753119767158565,0.8545351388153902,-3.1865458460237712,-1.7193103846002444,2.122399624235022,2.8282245636012666,4.913354310605615,3.9119729737484623,-0.6098091940693079,0.1621751175335669,-0.5328208664183297,-0.07853143377360959,-1.6389635418092108,2.586164101056075,-4.098428078509192,-3.9074356981504437,2.022813232715284,2.0953122135041857,3.000208946971916,0.8111754753340878,0.7241139206532087,1.0117596222377847,noMFW,2012,3,9
2013-11-11 17:00:00,300.0,-2.451779556288114e-13,1.9761500920888186e-13,1.326508889711031e-12,4.994944887391772e-13,4.0308807181844986e-15,49.79470443725586,30.03814697265625,13.59786319732666,103547.4375,55552.5859375,14065.421875,7199.39208984375,797.34375,220.9934844970703,259.71917724609375,281.27056884765625,282.8607482910156,287.6956481933594,0.00788743607699871,0.006580430082976818,0.008413910865783691,373.4926493507032,54755.2421875,2.474120878036296,9.102344640672264,5.989422216447707,317.77395862275773,308.1754227015482,311.81471896273706,-0.28445651789124415,10.418164716892058,1.8129934951447804,-0.283413357753049,-0.3986681640752914,1.2162246939186248,0.05309424160585106,0.002860900042938131,-2.6343736965059006,30.825609302847496,12.990416183542681,-6.660894394567977,10.308661935095618,29.819664867571714,16.89602911112845,13.6891112017547,-10.1651946006242,28.598316734070288,16.80380599290069,-8.957123362161745,1.7138639454548088,3.0481829685053485,4.036091071567623,-3.770154641344129,16.148596477301833,14.980035467682626,4.473285539685406,5.387117199939897,1.9546665799592668,1.0409524714953822,noMFW,2013,11,11
2016-01-17 09:00:00,300.0,3.558488952722788e-13,2.3191388046073236e-13,2.351443963589245e-13,4.2439204819659515e-13,2.9400689782049794e-13,35.800376892089844,32.12419509887695,23.480012893676758,103280.25,55846.86328125,14594.859375,7646.6640625,1160.28515625,218.1964569091797,256.8533630371094,282.8565673828125,286.202392578125,290.13067626953125,0.008105897344648838,0.01012499537318945,0.010927136056125164,915.0325969436487,54684.578125,4.487275593634424,5.576080297651751,5.160640273756314,320.2712981565739,321.8579420250687,321.3144580220363,-0.09768124950101592,0.12904693674320458,-0.05207155913678474,-0.003014901880498512,0.9075280780253198,0.5946783594173315,0.23654551622080724,0.14718221503474577,-3.25657792114041,-1.7733106976999649,0.2224532505309603,-0.4675458483485958,7.495145122950147,4.291496580551667,1.1490088727034762,1.412344594017666,-4.186690974919043,4.105889785467734,0.5383904425887102,0.9046017585148818,-6.35526319128164,-1.0555634697591547,-0.7362677153469014,-0.9729383205322335,2.433030967469563,2.9139244771299646,0.9166143130414115,0.9239084150703615,0.5165851147585075,0.5137876336840003,noMFW,2016,1,17
2016-11-07 11:00:00,300.0,1.644966714925422e-13,5.880137956409959e-13,8.412171241707622e-13,1.1317897573998037e-12,-3.583263514465168e-13,64.77645111083984,42.425235748291016,28.298181533813477,103923.8125,54989.6015625,13514.8828125,6518.7216796875,-19.598876953125,228.3458251953125,260.109130859375,284.56103515625,288.24560546875,292.4590148925781,0.00917269941419363,0.011365684680640697,0.012239727191627026,1075.427217903011,55011.69921875,18.55539081767802,11.587554934470083,14.754597914591619,325.20599517843544,328.0909034369285,327.9165401186894,-1.408795500806058,0.050035796595507026,5.281602300166882,6.107079475221561,1.0948665299484104,-0.43253984341435325,0.14620035372589935,0.08772715888156393,6.182202604550163,15.406832105814962,23.581608778562522,14.075974839784513,6.12293496706434,14.056064017538576,25.241722495694063,20.87865901300576,-3.957019016324811,3.0432725390608932,20.853446391061425,20.524998773647688,4.3726106385366625,13.722661109206937,14.008977528421555,3.8265947686066246,6.394555490826917,7.877731698229898,6.516248718282909,2.740196513181813,3.161309433632289,3.232332641113398,noMFW,2016,11,7
2017-03-28 18:00:00,300.0,3.1978743654861863e-13,-4.9694789434765255e-14,2.224551245251158e-13,7.663474889396671e-13,8.408533201317847e-13,37.283294677734375,26.451940536499023,23.072311401367188,103881.5,56201.29296875,14917.34765625,7974.1025390625,1532.70166015625,219.92706298828125,258.38128662109375,282.1556396484375,286.11187744140625,285.8360595703125,0.007605164311826229,0.009966806508600712,0.009147600270807743,844.0220238028095,54668.58984375,-1.675529713783948,1.6955050290441434,8.875330989973476,317.9360618790917,321.3837039611149,311.56465978973654,-0.3671542268507186,0.018107727795274024,0.012272089812232208,0.1559263219118473,0.25027097075286736,0.22302263561393615,0.545698257743554,0.4771442863464033,-0.4503944858818289,-6.06994354523272,1.9203681565056874,2.4123317808644678,5.0056139059998594,7.694123130808123,3.2551326195775396,3.9502085248626413,-4.317705805420693,4.264960441884494,-2.7779654137962884,1.5545998193680661,-3.0852604348696993,-6.284014776451324,1.6967016622816604,3.658596284529654,4.0688257524432245,3.0407999541109882,1.8047070506041873,0.46963394631898675,1.1648143032647706,0.7552846865958966,noMFW,2017,3,28
